id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
3030,5.52,26.42,10.67,8.87,8.02,127.82,171.26,0.04,0.09,0.06,0.05,4.23,-6.09,1.75,1.67,0.59,3.01,2.87,0.56,-0.78,-1.09,0.35,0.53,-0.62,0.74,0.39,0.02,0.52,N
3031,4.1,18.13,14.07,9.53,10.57,27.76,32.47,0.07,0.13,0.13,0.13,1.11,-2.99,4.5,1.34,0.56,4.4,-2.29,0.37,1.53,-1.56,0.44,0.41,0.03,1.49,0.43,0.01,0.61,N
3032,15.15,36.08,9.25,11.47,73.28,42.44,29.52,0.09,0.04,0.06,0.04,0.99,-3.34,3.07,0.85,0.61,3.55,-226.73,0.55,1.59,3.11,0.45,0.47,-0.49,1.49,0.75,0.02,0.59,N
3033,8.02,30.16,9.22,9.19,27.81,26.85,29.07,0.05,0.18,0.06,0.05,1.74,-1.23,3.12,1.11,0.61,2.17,12.39,0.46,1.68,9.75,0.48,0.69,-0.01,1.36,0.56,0.02,0.61,N
3034,5.68,36.26,10.01,6.57,24.01,132.36,81.54,0.05,0.05,0.07,0.13,10.59,4.53,11.84,0.94,0.61,-8.71,7.26,0.53,1.26,9.15,0.46,0.53,-1.31,0.89,0.6,0.03,0.03,N
3035,5.47,21.92,7.17,8.62,18.35,18.51,19.43,0.04,0.05,0.04,0.06,7.32,-2.1,26.83,0.86,0.59,7.31,3.73,0.52,-0.58,-2.05,0.34,0.6,-1.53,1.04,0.79,0.02,0.65,N
3036,5.3,14.72,7.06,10.26,14.76,30.45,32.4,0.05,0.04,0.04,0.06,1.69,-6.01,4.62,1.5,0.52,6.48,-9.28,0.49,1.7,8.17,0.38,0.61,-1.13,0.66,0.66,0.02,0.63,N
3037,4.65,21.85,9.42,7.57,11.29,47.67,32.97,0.08,0.03,0.07,0.06,2.02,-3.72,4.4,0.87,0.57,7.41,-3.79,0.5,1.94,8.91,0.45,0.45,-0.31,0.86,0.23,0.01,0.46,N
3038,4.2,18.73,9.68,6.4,11.51,27.28,25.41,0.04,0.04,0.05,0.03,6.82,-4.09,120.95,0.85,0.6,82.54,5,0.56,1.16,11.71,0.44,0.58,-1.23,0.71,0.47,0.02,0.61,N
3039,16.18,11.51,7.13,9.28,21.16,53.84,73.17,0.03,0.05,0.05,0.06,1.76,-3.8,10.47,0.78,0.64,7.96,46.98,0.54,1.22,3.2,0.47,0.55,-0.7,0.88,0.53,0.02,0.6,N
3040,4.05,16.89,7.35,7.4,18.83,32.9,31.16,0.04,0.05,0.07,0.05,1.54,-1.8,17.89,0.79,0.54,3.89,1.96,0.56,-1.06,1.23,0.38,0.62,-0.91,1.82,-0.1,0.02,0.61,N
3041,4.52,13.14,10.87,6.86,16.89,78.67,26.48,0.06,0.2,0.08,0.18,0.74,-2.58,-3.24,0.65,0.54,-37.73,-2.09,0.45,-0.41,-1.91,0.34,0.48,-0.64,1.89,0.6,0.01,0.45,N
3042,5.22,15.36,8.2,9.42,27.37,39.06,41.9,0.08,0.04,0.08,0.04,1.03,10.14,6.19,0.83,0.5,62.22,-7.45,0.51,1.53,-3.36,0.44,0.4,-1.01,1.25,0.64,0.02,0.62,N
3043,6.36,15.15,9.87,11.37,11.2,37.98,39.48,0.05,0.05,0.04,0.05,0.95,-5.18,17.31,0.87,0.56,7.78,-12.36,0.53,1.43,8.53,0.55,0.49,-0.88,0.76,0.32,0.01,0.55,N
3044,5.99,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.08,0.05,0.08,0.99,-22.11,0.75,0.18,-81.68,-0.99,0.32,-0.61,-1.87,0.42,0.56,0.85,0.46,0.11,0.01,0.6,N
3045,3.88,8.55,6.5,9.66,21.86,26.78,31.34,0.03,0.03,0.05,0.04,22.48,-5.53,-874.32,1.09,0.59,103.98,3.11,0.45,1.68,12.52,0.47,0.5,-1.85,1.91,0.17,0.02,0.58,N
3046,5.97,21.89,8.41,7.67,13.41,42.24,27.41,0.04,0.04,0.04,0.04,3.43,-2.43,5.35,1.25,0.61,4,3.88,0.56,1.58,5.66,0.42,0.59,-1.18,0.7,0.61,0.02,0.61,N
3047,3.81,15.84,6.14,17.58,13.35,55.88,37.59,0.04,0.05,0.03,0.03,3.65,-4.1,2.95,0.82,0.66,3.91,1.71,0.66,0.92,17.64,0.57,0.52,-1.34,1.22,0.2,0.02,0.61,N
3048,-0.79,26.29,13.75,6.93,12.27,31.45,39.8,0.06,0.05,0.03,0.04,3.69,-1.97,7.21,1.39,0.59,3.88,4.22,0.53,1.94,13.73,0.47,0.67,-1.77,1.08,0.55,0.01,0.63,N
3049,-0.47,17.25,10.41,7.74,21.12,75.7,60.17,0.14,0.09,0.07,0.03,1.24,-2.79,-48.41,0.53,0.6,11.12,-6.53,0.46,-1.01,0.45,0.41,0.55,-0.9,2.04,0.43,0.02,0.62,N
3050,14.62,9.35,8.72,9.33,26.31,62.77,42.65,0.05,0.09,0.06,0.03,0.97,-2.69,-10.54,0.7,0.47,6.71,4.25,0.52,2.18,9.72,0.45,0.61,-0.92,1.8,0.12,0.01,0.63,N
3051,5.73,20.74,8.96,10.1,34.26,21.01,23.71,0.12,0.04,0.04,0.05,0.91,43.14,-30.86,0.53,0.54,-16.2,-3.02,0.49,1.3,7.9,0.53,0.52,-1.21,0.79,0.87,0.01,0.47,N
3052,3.49,18.98,8.24,12.04,15.14,299.07,237.27,0.05,0.04,0.03,0.05,0.54,8.69,10.61,0.77,0.6,26.92,-8.53,0.55,0.97,11.05,0.56,0.47,-0.77,1.33,1.09,0.02,0.61,N
3053,4.94,190.76,10.22,87.96,9.13,96.9,295.28,0.05,0.04,0.04,0.05,0.56,-4.34,3,1.37,0.55,3.61,-9.64,0.46,1.77,7.33,0.42,0.54,-0.42,0.37,0.69,0.02,0.63,N
3054,5.33,17.11,8.44,7.55,20.24,39.77,107.23,0.05,0.04,0.03,0.04,1.06,-9.28,-2.89,0.4,0.55,-6.23,61.46,0.47,0.87,9.62,0.63,0.4,-1.27,0.93,0.24,0,0.53,N
3055,13.24,22.32,13.92,10.44,23.23,42.42,47.72,0.05,0.06,0.07,0.06,0.92,-2.11,-24.4,0.31,0.57,5.16,1.68,0.56,-0.86,-1.14,0.36,0.5,-0.77,0.97,-0.01,0.01,0.61,N
3056,17.24,24.96,11.25,10.62,31.62,37.89,31.04,0.08,0.05,0.05,0.05,0.39,8.31,31.03,0.55,0.58,-19.09,-2.43,0.46,-0.24,-6.73,0.37,0.51,-0.45,1.36,0.73,0.02,0.6,N
3057,4.43,83.12,12.55,20.01,23.11,98.34,136.54,0.12,0.04,0.09,0.08,0.5,-2.04,1.83,0.83,0.52,1.76,7.43,0.6,1.44,4.79,0.47,0.51,0.04,1.08,0.5,0.01,0.53,N
3058,-0.1,13.31,9.12,10.81,17.61,64.3,47.42,0.05,0.05,0.04,0.05,0.94,-2.27,8.14,0.53,0.54,3.88,8.66,0.53,-0.6,-2.78,0.39,0.51,-1.36,1.65,0.67,0.01,0.57,N
3059,5.56,28.77,8.75,9.95,128.92,39.46,36.37,0.04,0.05,0.05,0.04,3.97,-2,1.04,3.45,0.53,1.51,1.97,0.52,2.94,5.85,0.44,0.42,0.03,0.92,0.58,0.01,0.64,N
3060,6.06,32.07,12.45,9.18,13.3,197.85,152.28,0.05,0.05,0.05,0.06,0.59,-37.89,22.97,0.81,0.58,-20.75,-8.09,0.47,-0.55,-4.02,0.36,0.52,-0.61,1.33,0.27,0.01,0.64,N
3061,5.08,14.96,6.76,7.4,26.76,140.35,166.82,0.03,0.07,0.04,0.03,0.98,-7.28,-8.8,0.86,0.64,-23.97,-12.5,0.49,1.53,5.83,0.46,0.61,-1.42,0.94,0.75,0.01,0.65,N
3062,6.16,18.69,11.85,10.61,13.92,96.78,42.42,0.05,0.07,0.05,0.06,1.09,-1.47,2.76,1.06,0.45,2.04,-51.85,0.33,0.32,1.43,0.41,1,0.33,1.14,-0.38,0.01,0.35,N
3063,14.19,17.41,8.59,8.73,19.08,26.94,49.64,0.06,0.05,0.04,0.06,1.65,-5.43,9.7,0.87,0.48,7.15,20.24,0.52,-1.03,0.1,0.42,0.52,-1.39,0.97,0.55,0.01,0.64,N
3064,4.06,22.6,8.96,7.48,79.56,43.84,28.86,0.04,0.04,0.04,0.04,0.95,-2.48,4.92,1.44,0.59,3.9,-209.78,0.45,-0.96,0.97,0.35,0.56,-0.48,0.69,0.54,0.02,0.6,N
3065,4.82,34.77,9.85,8.56,13.56,24.09,23.4,0.06,0.03,0.04,0.04,1.15,47.97,3.28,1.12,0.54,14.55,7.7,0.52,2.01,4.08,0.39,0.55,-0.56,0.79,0.07,0.01,0.53,N
3066,0.13,15.74,8.03,6.87,12.3,33.5,40.72,0.04,0.13,0.13,0.13,1.04,-3.17,-20.19,5.06,0.53,8.24,-0.89,0.22,-1.39,2.38,0.39,0.66,1.31,0.21,0.71,0.02,0.57,N
3067,4.04,16.56,9.65,7.31,24.65,93.66,85.07,0.1,0.05,0.05,0.05,-26.6,-12.77,-5.8,0.53,0.62,-6.1,6.62,0.55,2.47,6.75,0.41,0.48,-1.23,1.17,0.49,0.02,0.61,N
3068,5.98,15.93,9.64,9.55,20.14,27.65,23.74,0.07,0.07,0.11,0.15,4.91,-2.29,2.45,1,0.48,2.45,2.65,0.55,-3.08,12.09,0.43,0.49,-0.87,1.73,0.71,0.02,0.63,N
3069,16.87,93.58,9.51,9.61,46.76,48.62,58.88,0.06,0.06,0.04,0.05,0.46,8.41,-6.67,0.6,0.53,-8.8,-1.33,0.51,1.3,8.46,0.49,0.56,-0.46,0.63,0.57,0.01,0.35,N
3070,0.01,24.4,8.7,8.57,22.27,29.53,67.66,0.04,0.04,0.11,0.04,0.76,-4.59,2.63,1.03,0.58,4.47,-2.77,0.5,-1.16,1.16,0.43,0.56,-0.27,1.37,0.84,0.01,0.68,N
3071,7.02,8.21,10.25,8.73,19.01,31.56,21.63,0.03,0.04,0.03,0.03,1.91,-2.86,5.91,1.06,0.46,5.92,3.72,0.54,-1.31,-0.31,0.37,0.63,-0.74,0.92,-0.39,0.01,0.6,N
3072,4.14,122.4,8.51,8.62,28.16,21.06,19.89,0.05,0.06,0.04,0.04,1.03,41.47,-16,0.77,0.6,-29.68,-6.43,0.52,1.07,21.03,0.59,0.53,-0.91,1.1,0.93,0.02,0.61,N
3073,16.57,24.69,29.29,12.11,27.87,115.03,45.24,0.05,0.05,0.03,0.04,0.41,7.85,15.38,0.81,0.5,-29.19,-9.91,0.51,1.21,6.05,0.44,0.51,-0.6,1.34,0.23,0.02,0.63,N
3074,-1.48,25.55,7.19,6.93,16.67,39.77,35.91,0.03,0.06,0.2,0.09,3.83,-1.62,3.83,0.49,0.6,2.65,2.22,0.56,1.2,3.74,0.44,0.52,-0.92,1.57,0.2,0.01,0.6,N
3075,5.15,12.78,9.09,8.68,38.56,66.81,44.65,0.09,0.13,0.13,0.13,0.57,-5.27,3.3,0.61,0.57,5.14,-1.59,0.24,-1.71,2.16,0.43,0.61,1.16,0.39,0.51,0.02,0.62,N
3076,7.26,15.55,6.53,8.6,20.44,53.68,45.56,0.04,0.04,0.1,0.07,1.45,-61.19,5.77,1.27,0.55,280.49,-4.73,0.53,-0.88,-0.17,0.37,0.65,-0.72,1.07,0.37,0.01,0.6,N
3077,4.71,13.84,7.14,10.59,45.98,24.65,22.48,0.05,0.08,0.08,0.08,0.27,39.12,10.04,0.95,0.41,15.95,-2.45,0.42,1.29,4.08,0.45,0.61,-0,0.41,0.63,0.01,0.6,N
3078,5.18,33.59,7.03,9.74,23.43,63.39,52.07,0.05,0.04,0.05,0.06,1.46,-3.46,2.8,1.56,0.5,2.96,5.51,0.56,-1.15,2.32,0.39,0.52,-0.78,0.36,0.49,0.01,0.64,N
3079,6.19,47.27,13.96,12.57,18.64,34.36,45.82,0.15,0.07,0.08,0.14,2.03,-2.32,3.66,0.75,0.47,2.99,2.12,0.36,-1.01,-0.36,0.39,0.64,0.33,1.15,0.4,0.01,0.65,N
3080,5.39,17.89,13.42,7.65,24.52,36.68,43.41,0.05,0.09,0.03,0.04,1.92,-3.41,3.23,1.1,0.53,4.65,24.62,0.54,-1.08,0.87,0.37,0.52,-0.62,1.55,0.23,0.01,0.57,N
3081,13.63,17.6,8.38,10.69,15.91,40.76,53.47,0.03,0.04,0.03,0.03,1.49,-0.86,0.28,2.05,0.43,0.63,1.04,0.66,1.05,0.79,0.33,0,0.04,1.52,-0.18,0.01,0.61,N
3082,4.63,12.27,7.62,9.16,14.92,26.16,23.44,0.07,0.14,0.05,0.08,4.3,-3.28,22.33,0.82,0.57,8.63,9.53,0.54,1.35,1.06,0.45,0.54,-1.28,1.48,0.56,0.02,0.62,N
3083,-0.18,14.68,7.66,9.91,27.65,36.86,33.57,0.06,0.12,0.06,0.05,2.02,85.72,3.73,0.8,0.56,13.04,-9.16,0.52,1.44,9.88,0.46,0.57,-0.77,0.97,0.74,0.02,0.61,N
3084,13.86,259.26,55.76,333.33,259.26,466.67,466.67,0.08,0.08,0.04,0.04,0.17,5.19,24.08,0.67,0.42,22.27,-2.15,0.45,-0.52,-1.5,0.39,0.52,0.08,0.56,0.34,0.01,0.65,N
3085,6.83,17.64,7.79,10.19,14.49,50.06,36.88,0.03,0.04,0.03,0.06,0.67,-4.27,3.71,1.27,0.58,4.43,-17.66,0.43,1.33,6.94,0.42,0.45,-1.11,0.38,0.55,0.02,0.56,N
3086,4.66,21.2,7.69,9.51,13.86,47.99,55.77,0.03,0.11,0.05,0.04,14.79,-5.79,5.86,0.83,0.48,5.67,36.28,0.43,1.1,8.81,0.53,0.44,-0.13,1.47,0.68,0.02,0.65,N
3087,6.48,14.69,9.12,9.41,11.75,83.84,57.68,0.12,0.06,0.05,0.06,0.74,29.66,11.74,0.45,0.55,30.73,-6.85,0.52,1.32,0.09,0.5,0.48,-0.77,1.11,0.47,0.02,0.57,N
3088,5.33,21.4,7.14,13.11,34.02,22,24.01,0.04,0.06,0.05,0.06,0.48,-4.64,1.55,0.75,0.6,3.18,-22.53,0.43,1.5,-0.15,0.44,0.52,-0.55,1.79,0.19,0.02,0.61,N
3089,4.14,11.55,6.35,15.11,19.05,36.36,56.45,0.04,0.08,0.08,0.04,0.45,10.82,-5.46,0.25,0.59,-8.41,-3.27,0.43,1.55,0.1,0.49,0.49,-0.69,1.16,0.48,0.02,0.57,N
3090,13.85,9.27,7.62,9.17,8.81,20.06,26.27,0.05,0.05,0.08,0.04,1.41,-2.04,5.67,0.72,0.55,4.51,3.1,0.51,1.51,-2.62,0.43,0.51,-1.58,0.88,0.11,0.02,0.59,N
3091,5.55,41.34,8.29,7.78,37.36,42.58,40.36,0.03,0.09,0.04,0.11,6.03,-3.6,6.24,0.68,0.59,7.02,6.42,0.54,-0.57,-3.69,0.39,0.53,-1.06,1.23,0.72,0.02,0.59,N
3092,5.56,35.11,6.11,10.47,21.79,33.7,42.72,0.03,0.04,0.05,0.04,10.89,-37.9,12.24,0.86,0.64,-85.56,14.13,0.53,-1.18,1.82,0.38,0.51,-0.89,0.67,0.35,0.02,0.6,N
3093,3.75,15.74,9.67,12.45,24.47,59.07,75.84,0.04,0.04,0.03,0.05,0.55,-6.79,12.04,0.98,0.55,9.8,12.78,0.41,1.82,4.88,0.44,0.42,-0.73,0.37,0.22,0.01,0.63,N
3094,6.17,12.38,5.93,10.63,10.66,30.17,26.27,0.05,0.13,0.13,0.13,1.1,-4.84,4.63,-4.58,0.6,17.86,-0.87,0.26,1.63,3.94,0.5,0.75,1.16,0.52,0.46,0.01,0.65,N
3095,-1.68,17.69,9.94,10.13,17.07,49.82,57.32,0.04,0.1,0.08,0.06,4.69,-1.75,-8.77,0.73,0.57,10.17,6.47,0.52,-0.74,-0.55,0.4,0.6,-1.04,1.9,0.85,0.02,0.6,N
3096,7.35,41.82,7.81,14.35,13.99,25.87,44.45,0.07,0.04,0.04,0.05,0.69,-2.82,3.51,1.4,0.57,3.28,-11.17,0.49,-0.99,-0.36,0.35,0.65,-0.25,0.63,0.81,0.01,0.65,N
3097,5.99,19.49,8.21,7.04,18.56,41.45,39.99,0.08,0.05,0.07,0.07,1.16,-7.94,2.36,0.95,0.52,4.6,-43.23,0.57,-1.56,8.61,0.4,0.61,-1.1,1.3,0.84,0.02,0.61,N
3098,14.09,22.73,8.53,9.04,55.85,50.98,70.3,0.04,0.04,0.03,0.04,1.68,-2.75,2.52,1.5,0.6,3.62,4.57,0.39,-1.61,6.81,0.38,0.72,-1.68,0.81,0.43,0.02,0.62,N
3099,2.57,23.83,8.17,9.09,9.95,20.2,23.44,0.07,0.04,0.06,0.05,1.73,-2.87,1.32,1.76,0.6,2.25,7.03,0.56,1.12,25.76,0.58,0.58,-0.39,1.6,0.21,0.01,0.62,N
3100,6.28,13.25,9.77,11.42,17.84,71.61,63.14,0.04,0.05,0.04,0.06,0.97,-6.62,-5.91,0.66,0.57,-52.73,-64.66,0.46,1.47,3.91,0.49,0.5,-1,1.12,0.21,0.02,0.61,N
3101,6.12,21.21,6.41,7.37,33.26,24.59,29.73,0.05,0.04,0.04,0.03,0.75,-8.76,299.67,0.69,0.5,18.63,-3.92,0.53,1.1,5.59,0.47,0.59,-0.63,0.44,0.41,0.01,0.44,N
3102,-0.18,33.89,6.41,16.72,18.55,26.57,34.83,0.05,0.05,0.04,0.04,9.46,-11.49,-4.1,0.29,0.57,-5.08,-8.73,0.5,1.31,4.64,0.43,0.53,-1.54,1.47,0.77,0.02,0.59,N
3103,6.22,23.54,7.43,12.05,12.32,74.17,157.45,0.06,0.04,0.04,0.04,1.04,15.71,6.05,1.16,0.49,37.04,8.26,0.48,0.57,10.79,0.68,0.42,-1.31,0.57,0.01,0.02,0.62,N
3104,6.33,28.41,10.6,11.69,15.86,82.54,168.45,0.05,0.03,0.04,0.03,0.76,7.22,-11.82,0.35,0.62,-7.19,-5.68,0.52,1.03,8.51,0.52,0.55,-0.93,0.85,0.49,0.02,0.56,N
3105,5.51,23.94,8.75,10.32,13.71,23.97,23.92,0.04,0.05,0.04,0.06,4,-2.03,4.89,1,0.5,3.29,9.43,0.51,-0.99,0.95,0.35,0.53,-1.31,0.3,0.5,0.01,0.64,N
3106,13.35,13.4,7.11,8.54,10.75,29.07,25.29,0.03,0.06,0.05,0.07,2.92,-1.42,1.38,1.1,0.58,1.58,1.7,0.61,1.03,2.32,0.44,0.45,-1.15,1.57,0.15,0.01,0.62,N
3107,8.03,21.73,9.71,7.29,11.8,30.54,31.45,0.11,0.04,0.05,0.04,0.75,5.2,-32.8,0.72,0.5,-10.59,-2.37,0.48,0.61,23.99,0.65,0.59,-1.24,0.82,0.88,0.02,0.66,N
3108,6.29,26.74,10.12,6.68,32.01,528.76,160.28,0.05,0.03,0.09,0.06,2.06,-14.29,2.11,1.22,0.54,7.65,5.9,0.55,-0.67,-1.01,0.35,0.55,-1.06,1.13,0.63,0.01,0.02,N
3109,3.89,28.61,8.07,8.62,43.46,110.28,205.52,0.09,0.05,0.03,0.04,1.05,-54,-3.96,0.3,0.6,-6.12,6.32,0.5,1.88,8.45,0.43,0.5,-1.39,1.1,0.55,0.02,0.02,N
3110,4.4,37.99,9.77,7.73,18.7,20.6,28.53,0.08,0.08,0.07,0.08,1.08,-5.66,3.85,1.37,0.55,6.14,-3.57,0.51,-1.53,4.91,0.41,0.59,-0.68,0.64,0.89,0.02,0.55,N
3111,5.88,22.34,10.5,8.13,21.24,105.52,91.97,0.04,0.17,0.06,0.05,4.81,-22.06,-154.03,0.7,0.5,33.02,-15.74,0.49,1.29,-1.6,0.44,0.43,-1.05,1.63,0.6,0.02,0.65,N
3112,4.23,24.77,8.97,8.73,28.01,52.24,35.77,0.03,0.05,0.09,0.06,0.95,-7.06,186.08,1.27,0.56,22.81,-9.99,0.52,0.85,13.5,0.59,0.57,-0.84,0.64,0.32,0.01,0.63,N
3113,4.55,15.82,6.78,12.55,22.07,40.77,31.07,0.05,0.04,0.05,0.05,1.07,16.92,-34.9,0.69,0.59,-13.3,-6.77,0.55,1.81,4.37,0.45,0.54,-1.11,1.43,0.62,0.01,0.41,N
3114,3.77,22.61,9.76,14.8,10.61,126.01,56.08,0.04,0.04,0.05,0.04,0.59,-3.16,-21.23,0.54,0.57,29.75,-14.34,0.53,-1,-0.83,0.39,0.6,-0.46,1.31,0.36,0.02,0.59,N
3115,4.99,32.1,9.62,8.23,36.6,44.56,31.65,0.05,0.05,0.04,0.03,0.54,-3.6,2.31,1.77,0.49,2.63,-11.1,0.33,-1.25,3.57,0.37,0.41,0.11,0.4,0.45,0.02,0.61,N
3116,4.18,15.96,48.09,12.53,12.75,36.59,51.37,0.16,0.06,0.05,0.05,0.61,-1.94,5.58,0.81,0.54,4.57,-6.18,0.41,0,-6.64,0.08,0.35,-0.61,1.65,0.37,0.02,0.64,N
3117,5.97,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.1,0.04,0.04,0.08,0.28,36.18,0.87,0.11,232.88,-0.84,0.27,-1.76,2,0.43,0.83,1.04,0.45,0.42,0.02,0.03,N
3118,4.45,15.28,10.93,6.92,50.28,33.92,51.04,0.14,0.04,0.06,0.07,0.73,-23.7,29.61,0.99,0.66,77.68,-6.02,0.52,1.19,21.3,0.56,0.52,-0.93,1.03,0.85,0.02,0.6,N
3119,5.2,12.7,12.87,18.34,27.1,243.94,174.42,0.07,0.07,0.07,0.09,0.54,10.68,2.86,1.73,0.65,4.53,6.88,0.55,0.75,23.88,0.68,0.62,-0.56,1.52,0.09,0.02,0.02,N
3120,5.03,9.22,9.14,10.82,16.48,34.96,37.98,0.05,0.04,0.05,0.04,0.83,-2.37,8.69,0.45,0.65,3.43,3.37,0.52,0.4,31.6,0.65,0.52,-0.14,0.9,0.59,0.02,0.61,N
3121,4.93,28.61,8.88,7.07,34.15,49.05,58.25,0.06,0.24,0.04,0.03,0.71,-10.88,7.26,0.89,0.6,8.84,-139.33,0.54,-0.41,-5.5,0.39,0.5,-0.77,1.67,0.6,0,0,N
3122,5.1,18.81,9.8,9.36,20.03,138.14,116.98,0.08,0.05,0.06,0.05,2.52,-7.61,-18.03,0.92,0.62,-19.01,-2.67,0.5,1.22,10.99,0.5,0.55,-0.38,1.54,0.91,0.01,0.64,N
3123,5.2,12.93,26.55,14.43,14.47,38.86,39.75,0.09,0.07,0.07,0.13,1.04,-2.68,5.6,0.74,0.54,5.28,-125.83,0.39,0.49,-14.08,0.34,0.31,-0.4,2.38,0.6,0.02,0.6,N
3124,6.96,14.45,8.1,7.25,24.03,103.39,153.67,0.04,0.05,0.09,0.05,1.66,-6.89,1.37,0.84,0.56,3.35,11.65,0.48,1.01,12.52,0.58,0.65,-0.22,0.55,0.35,0.02,0.6,N
3125,4.13,37.44,14.11,10.91,26.75,40.93,31.89,0.03,0.04,0.05,0.05,0.73,-2.82,6.21,0.91,0.5,4.26,-6.53,0.52,1.6,8.31,0.46,0.6,-0.29,1.29,0.54,0.01,0.49,N
3126,5.23,14.79,8.93,8.62,14.2,17.9,21.16,0.08,0.06,0.05,0.06,1.71,-3,13.14,0.81,0.58,7.09,5.22,0.57,1.07,5.8,0.49,0.49,-1.03,0.95,0.49,0.02,0.63,N
3127,4.65,15.38,10.55,7.43,20.5,53.36,56.16,0.07,0.16,0.05,0.04,0.97,-75.56,4.02,1.1,0.56,5.73,-7.66,0.49,-0.79,-1.16,0.41,0.49,-0.24,0.84,0.49,0.02,0.64,N
3128,-0.76,93.4,20.19,45.52,12.27,42.76,103.79,0.05,0.04,0.04,0.04,0.72,-8.61,4.49,0.95,0.6,8.34,-13.96,0.5,0.75,14.52,0.56,0.5,-0.13,1.15,0.48,0.02,0.62,N
3129,8.73,20.85,7.82,10.22,24.64,41.53,52.16,0.04,0.13,0.13,0.13,0.74,-4.92,3.9,-0.74,0.5,7.12,-1.39,0.26,-1.45,1.53,0.41,0.69,1.06,0.24,0.56,0.02,0.58,N
3130,5.59,16.57,7.19,8.03,16.12,32.25,35.04,0.05,0.04,0.04,0.04,10.59,-8.01,9.46,1.23,0.59,43.05,-79.16,0.49,1.73,19.28,0.57,0.45,-1.23,0.63,0.46,0.01,0.63,N
3131,13.39,36.16,6.85,13.64,26.46,127.14,40.51,0.04,0.05,0.05,0.03,1.82,-5.6,-9.82,0.69,0.58,32.14,-18.73,0.55,0.99,16.93,0.53,0.56,-0.95,0.72,0.73,0.01,0.64,N
3132,16.36,29.35,7.03,7.04,29.24,39.6,52.13,0.03,0.03,0.05,0.05,9.12,-3.12,6.25,0.87,0.58,6.75,2.88,0.51,2.97,8.17,0.37,0.41,-2.36,1.48,0.08,0.02,0.62,N
3133,17.6,13.71,7.57,8.33,18.81,27.81,35.36,0.04,0.04,0.07,0.04,1.02,-10.11,4.51,0.15,0.55,7.2,204.22,0.55,-1.17,2.02,0.38,0.58,-0.6,0.93,0.45,0.01,0.44,N
3134,-0.74,17.61,8.58,9.45,24.05,24.77,25.73,0.04,0.04,0.04,0.06,1.33,-3.31,3.3,0.94,0.6,2.41,-4.74,0.54,0.41,39.67,0.67,0.52,-0.16,1.26,0.98,0.02,0.65,N
3135,4.37,26.99,7.66,11.34,44.38,53.85,78.19,0.05,0.05,0.06,0.06,0.75,-5.66,17.57,0.61,0.55,33.45,3.34,0.62,1.77,3.46,0.43,0.51,-0.95,1,0.27,0.02,0.62,N
3136,7.05,20.21,9.62,8.3,20.55,73.76,98.95,0.18,0.13,0.13,0.13,1.78,-6.25,2.21,2.28,0.6,6.88,-1.05,0.29,0.79,7.57,0.61,0.62,1.07,0.59,0.59,0.02,0.65,N
3137,5.71,14.02,9.4,9.5,14.44,36.51,35.42,0.04,0.04,0.05,0.08,0.99,-3.25,12.49,0.76,0.58,7.57,-10.4,0.43,1.63,3.8,0.43,0.57,-0.67,0.36,0.56,0.02,0.56,N
3138,5.1,23.45,8.97,9.11,39.12,40.36,37.47,0.08,0.13,0.13,0.13,0.74,49.47,-7.57,0.97,0.6,-17.25,-1.63,0.4,-0.63,-1.77,0.39,0.54,0.48,0.6,0.24,0.02,0.6,N
3139,4.05,23.53,10.6,12.47,19.02,26.77,22.35,0.08,0.04,0.08,0.05,1.01,-2.36,4.07,1,0.61,4.01,4.19,0.53,-0.67,-1.6,0.41,0.48,-0.64,1.87,0.53,0.01,0.64,N
3140,4.75,10.9,11.07,7.78,29.16,77.04,99.22,0.05,0.07,0.04,0.05,2.24,-5.3,6.82,0.79,0.64,12.6,3.16,0.56,1.52,5.87,0.51,0.56,-0.8,1.51,0.09,0.02,0.61,N
3141,6.45,20.58,12.94,6.7,14.75,41.42,24.73,0.04,0.05,0.07,0.06,2.14,-4.45,5.92,0.94,0.59,13.56,8.57,0.58,-1.14,2.3,0.4,0.61,-0.93,1.08,0.07,0.02,0.59,N
3142,5.98,30.21,7.78,7.18,11.77,42.66,52.47,0.03,0.05,0.06,0.04,0.56,-5.82,3.63,1.36,0.5,5.16,34.16,0.49,-1.2,1.56,0.33,0.71,-0.83,0.41,0.12,0.01,0.62,N
